Ticket,Ticket,Ticket,Ticket,Ticket,Customer,Customer,Resolution,Resolution,Resolution,Resolution
TCKT-1864,01/05/25,2025-05-07,Medium,Finance;Operations;IT,John Yoder,zdavis@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Away campaign organization front my available sea manage."", ""performed_by"": ""Benjamin Bradshaw""}, {""step"": ""Case goal free operation south later."", ""performed_by"": ""Levi Rodriguez""}, {""step"": ""What him natural kitchen fight can recent."", ""performed_by"": ""Maria Ortega""}]",Woman rule democratic receive care doctor focus. Him seat rest heavy box else. Total fact chair federal edge.,Woman rule democratic receive care doctor focus. Him seat rest heavy box else. Total fact chair federal edge.
TCKT-1865,"Mar 18, 2025",2025-04-05,Low,Support;Sales;Operations,Kathy Smith,lopezpatrick@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Cover wind leave energy."", ""performed_by"": ""Darren Peters""}]",West food current.,West food current.
TCKT-1866,"Nov 15, 2025",17/11/25,Critical,HR;IT;Operations,Christopher Smith,donnanelson@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""End country but century."", ""performed_by"": ""Rebecca Winters""}, {""step"": ""Option part hospital money."", ""performed_by"": ""Brenda Young""}]",Morning town together miss. Interview deal trial dinner. <br> these!,Morning town together miss. Interview deal trial dinner. <br> these!
TCKT-1867,2025-04-20,"May 14, 2025",Critical,Support;Marketing,Jonathan Nguyen,bonnie85@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Girl activity station front."", ""performed_by"": ""Karen Pittman""}, {""step"": ""Whether question owner best."", ""performed_by"": ""Cesar Miller""}]",Land theory of toward TV. Whole argue leave bill season politics writer fire.,Land theory of toward TV. Whole argue leave bill season politics writer fire.
TCKT-1868,"Sep 11, 2024",11/09/24,Critical,IT,Jimmy Terry,sarahclark@example.com,"[{""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""All wish no avoid man health assume two."", ""performed_by"": ""Terri Adkins""}]",Act fear why office represent. Let another must player although what opportunity. <br> none!,Act fear why office represent. Let another must player although what opportunity. <br> none!
TCKT-1869,25/02/25,"Mar 02, 2025",Medium,Support;HR;Operations,Patrick Lowe,darrell37@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Product occur company face Democrat produce suggest."", ""performed_by"": ""Sarah Carrillo""}, {""step"": ""As seek doctor political task."", ""performed_by"": ""Kevin Hart""}]",Show else commercial trade. Require truth clearly center region produce different. Cut myself long test establish likely. <br> art!,Show else commercial trade. Require truth clearly center region produce different. Cut myself long test establish likely. <br> art!
TCKT-1870,"Nov 26, 2024","Dec 11, 2024",Low,Support;Sales;Marketing,Meghan Fletcher,stephanie74@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Pattern edge mission position foreign."", ""performed_by"": ""Eric Newton""}]",Watch say candidate chance collection season building morning. And mind campaign little recent term. Scientist drive effect.,Watch say candidate chance collection season building morning. And mind campaign little recent term. Scientist drive effect.
TCKT-1871,05/07/25,"Jul 06, 2025",Low,Marketing;HR,Sara Cruz,hernandezpatrick@example.com,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Sister task one per time evening young."", ""performed_by"": ""Benjamin Moreno""}, {""step"": ""Section different win maintain event."", ""performed_by"": ""Lori Hall""}]",Around anyone expert production decade turn particularly. On son couple stuff system dog. Enough either will responsibility. <br> environmental!,Around anyone expert production decade turn particularly. On son couple stuff system dog. Enough either will responsibility. <br> environmental!
TCKT-1872,10/03/25,"Mar 24, 2025",Medium,Sales;Support,Caitlin Smith,,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Partial""}]","[{""step"": ""Long rock think local many method likely."", ""performed_by"": ""Jared Smith""}, {""step"": ""Company owner floor to much environmental."", ""performed_by"": ""Joshua Stewart""}, {""step"": ""Have then need democratic until bill."", ""performed_by"": ""Rachel Mata""}]",Detail other ball heavy usually operation. Face what authority. Personal kid since church positive.,Detail other ball heavy usually operation. Face what authority. Personal kid since church positive.
TCKT-1873,2024-08-12,2024-09-07,Critical,Support,Patricia Carpenter,troyblackburn@example.net,"[{""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Really involve language."", ""performed_by"": ""Brandon Salinas""}, {""step"": ""Trip four discover money."", ""performed_by"": ""Gary Watson""}]",Get option early some. Which personal account. Find technology attention occur.,Get option early some. Which personal account. Find technology attention occur.
TCKT-1874,2025-04-06,08/04/25,High,Sales,Stacey Bishop,rmerritt@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Power tree dream few."", ""performed_by"": ""Nicholas Ramirez""}, {""step"": ""Process as middle fill."", ""performed_by"": ""Sean Moore""}, {""step"": ""List the PM than."", ""performed_by"": ""Stanley Hodge""}]",Item subject case religious bad. Really where personal red man.,Item subject case religious bad. Really where personal red man.
TCKT-1875,"Nov 17, 2024","Dec 04, 2024",Medium,Support,Susan Zuniga,theresagibbs@example.net,"[{""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Here history standard."", ""performed_by"": ""Deborah Salazar""}, {""step"": ""Cold bed do political benefit."", ""performed_by"": ""Latasha Thomas""}, {""step"": ""Individual glass life."", ""performed_by"": ""Jeremy Fitzgerald""}]",Cup become cost behavior become care fire. Upon research interview. Find mission nothing give.,Cup become cost behavior become care fire. Upon research interview. Find mission nothing give.
TCKT-1876,2025-05-06,2025-05-31,Low,Support;HR,Kimberly Bender,evansmartin@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Arm onto chance until show."", ""performed_by"": ""Joann Scott""}]",Image religious according first recognize type. Budget traditional specific should section deep newspaper.,Image religious according first recognize type. Budget traditional specific should section deep newspaper.
TCKT-1877,23/12/25,2026-01-21,Critical,Finance;Marketing;Sales,Tiffany Wade,christine98@example.org,"[{""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Improve little since development."", ""performed_by"": ""Emily Adams""}, {""step"": ""Alone discover church."", ""performed_by"": ""Christine Francis""}, {""step"": ""South computer former Mrs suddenly best."", ""performed_by"": ""Ashley Wilkins DVM""}]",Stay full lot again least collection stand. Election receive drug decide Mr mission staff board. Employee light authority vote represent traditional. <br> sort!,Stay full lot again least collection stand. Election receive drug decide Mr mission staff board. Employee light authority vote represent traditional. <br> sort!
TCKT-1878,2024-12-09,"Dec 14, 2024",Medium,IT,Jean Santiago,velasquezgabriel@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Action use dog while young."", ""performed_by"": ""Renee Delgado""}, {""step"": ""Total both cut save pull recently director trouble."", ""performed_by"": ""Lindsay Huynh MD""}]",Successful we tonight major reach language subject. Company professor clearly discover. School a institution opportunity important tend move feeling. <br> owner!,Successful we tonight major reach language subject. Company professor clearly discover. School a institution opportunity important tend move feeling. <br> owner!
TCKT-1879,"Jul 26, 2025",2025-07-26,Low,Sales;Marketing;Finance,James Burke,thanna@example.net,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Listen stop base indeed reason more."", ""performed_by"": ""Samantha Shelton""}, {""step"": ""Front offer enough people recently our specific."", ""performed_by"": ""Jill Edwards""}, {""step"": ""Scientist fact how physical than."", ""performed_by"": ""Melissa Berger""}]",,
TCKT-1880,"Sep 13, 2024",2024-09-21,High,Support;Operations;IT,Terri Riley,fordandrea@example.net,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Finish interesting road work."", ""performed_by"": ""Alexander Martin""}, {""step"": ""Tough employee language shake wait."", ""performed_by"": ""Gina Mcdonald""}]",Eight plant source sometimes memory. Law else anything season quickly. Identify follow speech.,Eight plant source sometimes memory. Law else anything season quickly. Identify follow speech.
TCKT-1881,"Feb 23, 2026",23/03/26,Critical,Support;Marketing;HR,Wayne Jones,kmiller@example.com,"[{""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Put lay bank unit home need."", ""performed_by"": ""Angela Taylor""}, {""step"": ""Lawyer machine firm Republican time."", ""performed_by"": ""Stacey Jackson""}, {""step"": ""Truth record information gas yeah notice that."", ""performed_by"": ""Janet Stewart""}]",Human ever food media modern manage. Art wall budget true series sometimes.,Human ever food media modern manage. Art wall budget true series sometimes.
TCKT-1882,"Feb 18, 2026","Mar 09, 2026",Low,IT;HR,Scott Hale,oliviabrewer@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Pressure study director treatment."", ""performed_by"": ""Lori Henson""}, {""step"": ""Strong magazine concern act stock father fine."", ""performed_by"": ""Heidi Henry""}]",,
TCKT-1883,2025-03-15,"Mar 31, 2025",High,Support,Lisa Brooks,lauren64@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Full""}]","[{""step"": ""Goal above turn they purpose."", ""performed_by"": ""Joseph Brewer""}, {""step"": ""Dream past may notice now star college law."", ""performed_by"": ""Ashley Garrett MD""}, {""step"": ""Far various evidence hand someone."", ""performed_by"": ""Jennifer Stevens""}]",Skill claim arm defense represent without. Growth write reduce the. Follow describe any cost interest.,Skill claim arm defense represent without. Growth write reduce the. Follow describe any cost interest.
TCKT-1884,2025-10-30,01/11/25,Medium,Operations,Carol Patel,amy87@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Us protect sure cause benefit third I."", ""performed_by"": ""Chelsea Rush""}]",Billion activity picture else. Behind lose wind manager camera purpose. Box with board agree where very south that.,Billion activity picture else. Behind lose wind manager camera purpose. Box with board agree where very south that.
TCKT-1885,15/11/24,07/12/24,Critical,HR;Support,Keith Shelton,david17@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Cause guess sure leg."", ""performed_by"": ""Donald Hooper""}]",Have traditional her choose finish opportunity. Idea though likely particularly young thank particularly. <br> eight!,Have traditional her choose finish opportunity. Idea though likely particularly young thank particularly. <br> eight!
TCKT-1886,"Jun 11, 2024",11/06/24,Medium,Support,Nathaniel Lewis,thomasralph@example.org,"[{""system"": ""Payroll System"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""The scene certainly doctor push method."", ""performed_by"": ""Gary Riley""}, {""step"": ""Meeting long glass information they fill if prove."", ""performed_by"": ""Jason Henry""}]",Work business himself financial those remember base amount. His wind keep hotel hair trade help. Radio respond standard scene audience the character.,Work business himself financial those remember base amount. His wind keep hotel hair trade help. Radio respond standard scene audience the character.
TCKT-1887,16/11/25,16/11/25,Critical,Marketing;Finance,Hunter Garrett,eric66@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Choice person force wonder."", ""performed_by"": ""Jonathan Sanchez""}, {""step"": ""Country near TV."", ""performed_by"": ""Kimberly Smith MD""}, {""step"": ""Safe west smile."", ""performed_by"": ""Randy Huber""}]",Return this group. Dark industry ready sound.,Return this group. Dark industry ready sound.
TCKT-1888,"Sep 02, 2025",2025-09-23,Medium,Marketing;HR,Julia Greene,lacey17@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""The him brother item."", ""performed_by"": ""Deborah Raymond""}]",Campaign man stay century friend staff he shoulder. Evening wrong big live. Church since toward strategy herself for spend government. <br> money!,Campaign man stay century friend staff he shoulder. Evening wrong big live. Church since toward strategy herself for spend government. <br> money!
TCKT-1889,2024-06-12,2024-06-23,Medium,Marketing,Melanie Johnston,kmartin@example.org,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Bad current agent feel."", ""performed_by"": ""Sara Shaw""}]",Idea benefit but book area. American policy service dog million. Activity rise listen go perform hotel return.,Idea benefit but book area. American policy service dog million. Activity rise listen go perform hotel return.
TCKT-1890,2025-11-15,15/12/25,Low,Sales;Finance;HR,Sarah Cuevas,shanecampbell@example.com,"[{""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Growth care player two catch."", ""performed_by"": ""Anne Buchanan""}, {""step"": ""Just mean smile lose guess someone."", ""performed_by"": ""Susan Griffin""}]",Next near control position attorney statement camera. Far both fall pick cold everyone sometimes.,Next near control position attorney statement camera. Far both fall pick cold everyone sometimes.
TCKT-1891,2025-11-30,2025-12-06,Medium,Finance,Allison Davis,jorge57@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Worker six spend picture choice often."", ""performed_by"": ""Rachel Mccoy""}]",Region democratic accept voice growth. Thank onto quite. Ball quickly debate sit as ready.,Region democratic accept voice growth. Thank onto quite. Ball quickly debate sit as ready.
TCKT-1892,18/04/24,"May 06, 2024",Medium,Marketing;Sales,Eric Greer,kristyjones@example.net,"[{""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Sell remain soldier draw radio traditional."", ""performed_by"": ""Mitchell Gonzalez""}, {""step"": ""So through student notice sometimes add base discussion."", ""performed_by"": ""Brandon Pruitt""}, {""step"": ""Prepare authority focus color accept least."", ""performed_by"": ""Paige Reese""}]",Growth rate help minute yourself sing production.,Growth rate help minute yourself sing production.
TCKT-1893,14/08/24,20/08/24,Critical,HR;Sales;Support,Jason Walton,,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Century enter language capital provide example there."", ""performed_by"": ""Miranda Strong""}, {""step"": ""Benefit whom skill single style eye kitchen."", ""performed_by"": ""Renee Le""}, {""step"": ""Long local catch just care think final."", ""performed_by"": ""Joel Singh""}]",Recently man behavior reach house another. Push personal first yard get cost news.,Recently man behavior reach house another. Push personal first yard get cost news.
TCKT-1894,2024-07-18,23/07/24,High,IT;Marketing;Finance,Sandra Watson,toddwilliam@example.org,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Car defense this describe even."", ""performed_by"": ""Donald Paul""}]",Floor report adult million thus market occur. Measure boy not total sound paper early. <br> every!,Floor report adult million thus market occur. Measure boy not total sound paper early. <br> every!
TCKT-1895,"Apr 18, 2024",2024-04-24,High,HR,Julie Christensen,tonya68@example.com,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Them foot physical available nation fund chance."", ""performed_by"": ""Tara Carroll""}]",Spend able physical morning soldier.,Spend able physical morning soldier.
TCKT-1896,01/03/26,"Mar 07, 2026",High,Support;Operations,Ernest Watson,cheryl43@example.com,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Goal simple need organization subject two and."", ""performed_by"": ""Jeffrey Lara MD""}, {""step"": ""Its away seat article."", ""performed_by"": ""Alison Torres""}]",,
TCKT-1897,2024-12-20,"Jan 04, 2025",Medium,Marketing,James Manning,kwarner@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Finally dark blood nor bed industry."", ""performed_by"": ""Sara Wallace""}, {""step"": ""Idea write service program."", ""performed_by"": ""Matthew Woods""}, {""step"": ""Maybe nearly collection floor ready."", ""performed_by"": ""Mrs. Paula Lawrence""}]",Of stay reflect group point term.,Of stay reflect group point term.
TCKT-1898,2024-03-14,05/04/24,Critical,Marketing;Finance;Operations,Robert Williams,snyderrobert@example.org,"[{""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Thus read political once identify media."", ""performed_by"": ""Nicole Walker""}]",Require but work window physical edge. Mention bar computer occur entire. <br> person!,Require but work window physical edge. Mention bar computer occur entire. <br> person!
TCKT-1899,2025-07-28,2025-08-07,Low,Marketing;Finance;HR,Brian Cummings,markdowns@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Point especially professional forward."", ""performed_by"": ""Gregory Young""}, {""step"": ""Mother claim maybe member in through such."", ""performed_by"": ""Nicole Moyer""}]",Leader understand focus although think. See administration consider task role hotel state.,Leader understand focus although think. See administration consider task role hotel state.
TCKT-1900,"Nov 08, 2024","Nov 25, 2024",Low,IT;Marketing;Sales,Travis Michael,marcusstephens@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Full""}]","[{""step"": ""First face work again easy month quality account."", ""performed_by"": ""Brittany Morris""}, {""step"": ""Phone section west not."", ""performed_by"": ""Joseph Martinez""}, {""step"": ""Themselves dream stage none generation same south interview."", ""performed_by"": ""Kevin Miller""}]",Sound about individual deal. Evening country late identify area.,Sound about individual deal. Evening country late identify area.
TCKT-1901,07/08/24,"Aug 13, 2024",Critical,HR;Finance;IT,James Ramirez,perezamanda@example.org,"[{""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Peace culture significant over significant."", ""performed_by"": ""Kara Young""}, {""step"": ""Close hard Mrs teacher."", ""performed_by"": ""Brad Diaz""}]",Will seat mind send decide continue rise task. <br> like!,Will seat mind send decide continue rise task. <br> like!
TCKT-1902,08/05/25,24/05/25,High,HR,Paul Smith,wukelsey@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""American early south hard list."", ""performed_by"": ""Lisa Holder""}]",Fire energy born admit grow physical. Debate past enjoy each option guess. Police look medical lay bank. <br> her!,Fire energy born admit grow physical. Debate past enjoy each option guess. Police look medical lay bank. <br> her!
TCKT-1903,"Aug 07, 2024","Aug 09, 2024",Critical,Marketing,Mr. Jose Ward PhD,chadbrown@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Institution father we their both true create phone."", ""performed_by"": ""Matthew Padilla""}, {""step"": ""Simply man whom subject security cold."", ""performed_by"": ""Holly Carter""}]",Ready series blue pretty risk go rock. Important factor rest pay.,Ready series blue pretty risk go rock. Important factor rest pay.
TCKT-1904,26/11/24,2024-12-01,Medium,IT;Sales;Support,Sherry Howell,crawforddan@example.net,"[{""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Contain everybody for room bed happy by."", ""performed_by"": ""Robert Massey""}]",,
TCKT-1905,"Mar 31, 2024","Apr 13, 2024",Medium,Marketing;IT,Michael Luna,michaelscott@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Industry forward even effort contain note job."", ""performed_by"": ""Rebekah Marshall""}]",Part value moment improve station significant amount. Actually teacher play same country message. Evening reason whose draw training six address significant. <br> all!,Part value moment improve station significant amount. Actually teacher play same country message. Evening reason whose draw training six address significant. <br> all!
TCKT-1906,17/11/25,"Nov 20, 2025",Low,Finance;HR;IT,Karen Patterson,amber49@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Clearly page design they court."", ""performed_by"": ""Brenda Gonzalez""}, {""step"": ""Budget friend charge spring politics coach."", ""performed_by"": ""Karen Ramos""}]",Save contain past democratic actually risk cost improve. Inside party produce car. Value thing few. Collection they man product that nation. <br> whom!,Save contain past democratic actually risk cost improve. Inside party produce car. Value thing few. Collection they man product that nation. <br> whom!
TCKT-1907,"Jan 19, 2025",04/02/25,Critical,Sales;Marketing;HR,Jennifer Chapman,rodriguezmatthew@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Also figure window interview."", ""performed_by"": ""Katherine Wall""}, {""step"": ""Whose real for might."", ""performed_by"": ""Christina Scott""}, {""step"": ""Feeling allow evidence determine."", ""performed_by"": ""Miss Amanda Robinson""}]",But range detail each last occur. Bad glass international member. <br> full!,But range detail each last occur. Bad glass international member. <br> full!
TCKT-1908,26/05/24,2024-06-12,Medium,HR,Michael Garcia,nicholas88@example.com,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Few spend body air."", ""performed_by"": ""Zachary Christensen""}]",Chair production program soldier today participant. All future mission run become space. <br> month!,Chair production program soldier today participant. All future mission run become space. <br> month!
TCKT-1909,26/09/24,2024-10-21,Low,Finance;Sales,Thomas Horton,connorholt@example.org,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Trial nor trade sea product."", ""performed_by"": ""Monica Brooks""}, {""step"": ""Top race hospital but father because figure admit."", ""performed_by"": ""Amy Patel""}, {""step"": ""Left low PM east group."", ""performed_by"": ""Dean Garcia""}]",,
TCKT-1910,2025-11-26,23/12/25,Critical,Operations,Brian Zimmerman,lawsonyolanda@example.com,"[{""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""A culture official let amount view."", ""performed_by"": ""Megan Osborn""}, {""step"": ""Something he factor identify into member worry agreement."", ""performed_by"": ""Jasmine Rodgers MD""}]",Visit amount true begin always off level. National reflect rise range account change establish. Nation television area other. <br> eat!,Visit amount true begin always off level. National reflect rise range account change establish. Nation television area other. <br> eat!
TCKT-1911,12/04/24,2024-04-23,Medium,IT,Stacey Hopkins,ggreen@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Window middle fine TV although six they pull."", ""performed_by"": ""John Arroyo""}, {""step"": ""Kind fear mind yeah."", ""performed_by"": ""Anthony Welch""}, {""step"": ""Daughter call north hospital."", ""performed_by"": ""Nicole Landry""}]",Door lay guy mother. And worry follow get. Home military behavior collection politics responsibility allow.,Door lay guy mother. And worry follow get. Home military behavior collection politics responsibility allow.
TCKT-1912,"Dec 26, 2024","Dec 28, 2024",Medium,Sales;Operations;Support,Johnny King,maxwellphelps@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""And thus often ten eye."", ""performed_by"": ""Daniel Lester""}, {""step"": ""Group choose person three."", ""performed_by"": ""Robert Turner""}]",Series statement assume way. Conference this such watch. Central road organization of financial especially store. <br> affect!,Series statement assume way. Conference this such watch. Central road organization of financial especially store. <br> affect!
TCKT-1913,"Jun 14, 2024","Jun 19, 2024",Low,IT;Marketing,Jason Brown,joseph45@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Movie state single fall modern."", ""performed_by"": ""Aaron Jensen""}, {""step"": ""Feeling list seek reveal traditional build vote."", ""performed_by"": ""Jessica James""}]",Quickly half do theory drug improve attorney. Draw accept remain myself my instead.,Quickly half do theory drug improve attorney. Draw accept remain myself my instead.
TCKT-1914,"Nov 10, 2025",08/12/25,High,Sales;Marketing;Operations,Autumn Brown,iramos@example.org,"[{""system"": ""CRM"", ""impact"": ""Full""}]","[{""step"": ""Agent lose use buy challenge could."", ""performed_by"": ""Jose Lewis""}, {""step"": ""Behavior firm bit cup second."", ""performed_by"": ""Jenna Kelley""}]",Become standard war opportunity. Night building majority spend shoulder relationship I.,Become standard war opportunity. Night building majority spend shoulder relationship I.
TCKT-1915,"Oct 30, 2025",2025-11-10,High,Operations;Finance;Support,Ashlee Day,igardner@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Example organization this either."", ""performed_by"": ""Joy Palmer""}]",Recent produce career garden. Try consider one. <br> dog!,Recent produce career garden. Try consider one. <br> dog!
TCKT-1916,03/12/25,22/12/25,Critical,Sales;Marketing,Thomas Hernandez,sswanson@example.org,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Rise real board nation."", ""performed_by"": ""Christine Bright""}]",Occur window value. Fill Mr activity deep place. Become gun its modern artist wife.,Occur window value. Fill Mr activity deep place. Become gun its modern artist wife.
TCKT-1917,2025-02-10,18/02/25,High,IT;Operations;Support,Dr. Jeffrey Suarez,zsandoval@example.com,"[{""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Full""}]","[{""step"": ""Federal every claim discover."", ""performed_by"": ""Joseph Caldwell""}, {""step"": ""Think state work."", ""performed_by"": ""Dr. Randy Walker II""}]",Maintain old along couple society toward value.,Maintain old along couple society toward value.
TCKT-1918,"Jul 11, 2024","Jul 25, 2024",Critical,IT,Michael Williams,lutzdavid@example.com,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Yes sometimes help yes deal foot conference."", ""performed_by"": ""Alan Haynes""}, {""step"": ""Rock successful beyond."", ""performed_by"": ""Virginia Ray""}]",Rest affect follow alone wide purpose. Difference military government build. <br> management!,Rest affect follow alone wide purpose. Difference military government build. <br> management!
TCKT-1919,2025-08-12,"Aug 18, 2025",Low,Support;Sales;HR,Robert Taylor,dtran@example.org,"[{""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Require mother office whether."", ""performed_by"": ""Rebecca Ferrell""}]",Garden art can ten organization. Smile high nor nature. Wear tell fear usually PM newspaper apply.,Garden art can ten organization. Smile high nor nature. Wear tell fear usually PM newspaper apply.
TCKT-1920,26/04/24,20/05/24,Medium,Support;Finance;IT,Vicki Nelson,jonathan21@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Partial""}]","[{""step"": ""Well generation bank really itself fear start."", ""performed_by"": ""Carrie Williams""}]",Defense realize dinner region. Generation major miss ability clearly article.,Defense realize dinner region. Generation major miss ability clearly article.
TCKT-1921,31/03/24,05/04/24,Critical,Support;HR;Sales,Bonnie Stewart,todd96@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Send drug task position write former live since."", ""performed_by"": ""Michael Robertson""}, {""step"": ""Throw morning stock help social."", ""performed_by"": ""Wanda Collins""}]",Right news forward yes grow paper. Government necessary generation knowledge clearly.,Right news forward yes grow paper. Government necessary generation knowledge clearly.
